index,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Gr_Liv_Area,Bsmt_Full_Bath,Full_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Open_Porch_SF,Enclosed_Porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,y
325,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,11875,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Average,Average,1999,1999,Gable,Typical,Typical,PConc,Good,Typical,No,1344,1344,GasA,Excellent,Y,SBrkr,1344,0,1344,0,2,3,1,Typical,7,Typ,1,Good,Attchd,2,686,Typical,Typical,Paved,0,0,0,0,No_Pool,No_Fence,None,0,6,2010,WD ,Normal,C
2832,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,32,3363,Pave,No_Alley_Access,Regular,Lvl,AllPub,TwnhsE,Two_Story,Good,Average,2004,2004,Gable,Good,Typical,PConc,Good,Typical,No,976,976,GasA,Excellent,Y,SBrkr,976,732,1708,0,2,3,1,Good,7,Maj1,0,No_Fireplace,Detchd,2,380,Typical,Typical,Paved,40,0,0,0,No_Pool,No_Fence,None,0,4,2006,WD ,Normal,D
2570,Two_and_Half_Story_All_Ages,Residential_Low_Density,174,25419,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,Two_Story,Very_Good,Below_Average,1918,1990,Gable,Good,Good,PConc,Typical,Typical,No,140,1360,GasA,Good,Y,SBrkr,1360,1360,3112,1,2,4,1,Good,8,Typ,1,Excellent,Detchd,2,795,Typical,Typical,Paved,16,552,0,512,Excellent,Good_Privacy,None,0,3,2006,WD ,Abnorml,B
2200,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,7200,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_and_Half_Fin,Average,Good,1937,1950,Gable,Typical,Typical,BrkTil,Good,Typical,No,162,731,GasA,Excellent,Y,SBrkr,981,787,1768,1,1,3,1,Good,7,Typ,2,Typical,Detchd,1,240,Typical,Typical,Paved,0,264,0,0,No_Pool,Minimum_Privacy,None,0,6,2007,WD ,Normal,C
2449,Two_Story_1946_and_Newer,Residential_Low_Density,83,10019,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,Two_Story,Very_Good,Average,1995,1995,Hip,Good,Typical,PConc,Good,Typical,No,815,1342,GasA,Excellent,Y,SBrkr,1358,1368,2726,0,2,4,1,Good,9,Typ,1,Excellent,Attchd,3,725,Typical,Typical,Paved,169,168,0,0,No_Pool,No_Fence,None,0,6,2006,WD ,Normal,A
2204,Two_Story_1945_and_Older,Residential_Low_Density,53,7155,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,Two_Story,Above_Average,Very_Good,1926,1991,Gable,Typical,Typical,BrkTil,Typical,Typical,No,686,686,GasA,Typical,Y,SBrkr,686,775,1461,0,1,3,1,Typical,6,Typ,1,Good,Detchd,1,225,Typical,Typical,Dirt_Gravel,0,116,0,0,No_Pool,Minimum_Privacy,None,0,7,2007,WD ,Normal,D
266,Two_Story_1946_and_Newer,Residential_Low_Density,75,9375,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,Two_Story,Good,Average,1997,1997,Gable,Good,Typical,PConc,Good,Typical,No,1040,1040,GasA,Excellent,Y,SBrkr,1044,1054,2098,0,2,4,1,Good,9,Typ,1,Typical,Attchd,2,621,Typical,Typical,Paved,38,0,0,0,No_Pool,No_Fence,None,0,4,2010,WD ,Normal,B
2530,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,9600,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Good,Average,1969,1969,Hip,Typical,Typical,CBlock,Typical,Typical,No,1164,1164,GasA,Typical,Y,SBrkr,1164,0,1164,0,1,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,2,528,Typical,Typical,Paved,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,COD,Normal,D
433,Two_Story_1946_and_Newer,Residential_Low_Density,107,13891,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,Two_Story,Excellent,Average,2008,2009,Hip,Excellent,Typical,PConc,Excellent,Typical,Gd,1734,1734,GasA,Excellent,Y,SBrkr,1734,1088,2822,0,3,4,1,Excellent,12,Typ,1,Good,BuiltIn,3,1020,Typical,Typical,Paved,170,0,192,0,No_Pool,No_Fence,None,0,1,2009,New,Partial,A
1902,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,50,5000,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Fair,Fair,1946,1950,Gable,Fair,Fair,CBlock,Fair,Fair,No,367,666,GasA,Fair,N,SBrkr,666,0,666,0,1,2,1,Good,4,Typ,0,No_Fireplace,No_Garage,0,0,No_Garage,No_Garage,Dirt_Gravel,52,0,0,0,No_Pool,Minimum_Privacy,None,0,4,2007,WD ,Normal,E
2090,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,114,10357,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,One_Story,Good,Average,1990,1991,Hip,Good,Typical,PConc,Good,Typical,Mn,172,910,GasA,Good,Y,SBrkr,1442,0,1442,1,2,3,1,Good,6,Typ,1,Typical,Attchd,2,719,Typical,Typical,Paved,244,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,C
973,PUD_Multilevel_Split_Level_Foyer,Residential_Medium_Density,21,1596,Pave,No_Alley_Access,Regular,Lvl,AllPub,Twnhs,SLvl,Below_Average,Average,1973,1973,Gable,Typical,Typical,CBlock,Good,Typical,Gd,0,462,GasA,Typical,Y,SBrkr,526,462,988,1,1,2,1,Typical,5,Typ,0,No_Fireplace,BuiltIn,1,297,Typical,Typical,Paved,101,0,0,0,No_Pool,Good_Wood,None,0,11,2009,WD ,Normal,E
478,Split_or_Multilevel,Residential_Low_Density,0,7750,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,SLvl,Very_Good,Average,2002,2002,Hip,Good,Typical,PConc,Good,Typical,No,55,408,GasA,Excellent,Y,SBrkr,779,640,1419,1,2,3,1,Good,7,Typ,1,Typical,BuiltIn,2,527,Typical,Typical,Paved,0,0,0,0,No_Pool,No_Fence,None,0,3,2009,WD ,Normal,C
92,Two_Story_1946_and_Newer,Residential_Low_Density,88,11134,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,Two_Story,Very_Good,Average,1992,1993,Gable,Good,Typical,PConc,Good,Typical,No,261,1390,GasA,Excellent,Y,SBrkr,1402,823,2225,1,2,4,1,Good,7,Typ,1,Typical,Attchd,3,713,Typical,Typical,Paved,30,0,0,0,No_Pool,No_Fence,None,0,6,2010,WD ,Normal,A
2425,One_Story_PUD_1946_and_Newer,Residential_Low_Density,43,3010,Pave,No_Alley_Access,Regular,Lvl,AllPub,TwnhsE,One_Story,Good,Average,2005,2006,Gable,Good,Typical,PConc,Good,Typical,Av,1232,1248,GasA,Excellent,Y,SBrkr,1248,0,1248,0,2,2,1,Good,5,Typ,0,No_Fireplace,Attchd,2,438,Typical,Typical,Paved,0,0,0,0,No_Pool,No_Fence,None,0,3,2006,New,Partial,C
232,One_Story_with_Finished_Attic_All_Ages,Residential_Low_Density,0,23595,Pave,No_Alley_Access,Regular,Low,AllPub,OneFam,One_Story,Good,Above_Average,1979,1979,Shed,Good,Typical,PConc,Good,Typical,Gd,74,1332,GasA,Typical,Y,SBrkr,1332,192,1524,2,0,0,1,Good,4,Typ,1,Typical,Attchd,2,586,Typical,Typical,Paved,0,0,0,0,No_Pool,No_Fence,None,0,4,2010,WD ,Normal,B
472,One_Story_PUD_1946_and_Newer,Residential_Low_Density,43,3182,Pave,No_Alley_Access,Regular,Lvl,AllPub,TwnhsE,One_Story,Good,Average,2005,2006,Gable,Good,Typical,PConc,Good,Typical,Av,1204,1220,GasA,Excellent,Y,SBrkr,1220,0,1220,0,2,2,1,Good,5,Typ,1,Good,Attchd,2,397,Typical,Typical,Paved,16,0,0,0,No_Pool,No_Fence,None,0,8,2009,WD ,Normal,C
2595,One_Story_1945_and_Older,Residential_Low_Density,60,10410,Pave,Gravel,Regular,Lvl,AllPub,OneFam,One_Story,Fair,Very_Good,1930,2001,Gable,Typical,Good,PConc,Typical,Typical,No,713,713,GasA,Excellent,Y,SBrkr,713,0,713,0,1,2,1,Good,5,Typ,0,No_Fireplace,Detchd,1,371,Fair,Fair,Dirt_Gravel,75,161,0,0,No_Pool,No_Fence,None,0,10,2006,WD ,Normal,E
1809,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,65,7441,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,One_Story,Good,Average,2006,2006,Gable,Good,Typical,PConc,Good,Typical,No,1461,1461,GasA,Excellent,Y,SBrkr,1486,0,1486,0,2,3,1,Good,7,Typ,0,No_Fireplace,Attchd,2,566,Typical,Typical,Paved,32,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,C
2114,Two_Story_1946_and_Newer,Residential_Low_Density,0,8883,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,Two_Story,Good,Average,1988,1988,Gable,Good,Typical,PConc,Good,Typical,No,0,929,GasA,Excellent,Y,SBrkr,946,927,1873,1,2,3,1,Good,7,Typ,1,Typical,Attchd,2,619,Typical,Typical,Paved,48,0,144,0,No_Pool,Good_Privacy,None,0,5,2007,WD ,Normal,B
2880,One_Story_1946_and_Newer_All_Styles,C_all,50,9000,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Poor,Fair,1949,1950,Gable,Typical,Typical,CBlock,Typical,Typical,Av,430,480,GasA,Typical,N,FuseA,480,0,480,1,0,1,1,Typical,4,Typ,0,No_Fireplace,Detchd,1,308,Typical,Typical,Paved,0,0,0,0,No_Pool,No_Fence,None,0,10,2006,WD ,Abnorml,E
168,Two_Story_1946_and_Newer,Residential_Low_Density,70,7700,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,Two_Story,Above_Average,Average,1966,1966,Gable,Typical,Typical,CBlock,Typical,Typical,No,756,756,GasA,Typical,Y,SBrkr,1051,788,1839,0,1,4,1,Typical,7,Typ,1,Typical,Attchd,2,442,Typical,Typical,Paved,124,216,0,0,No_Pool,No_Fence,None,0,6,2010,WD ,Normal,D
1506,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,57,8050,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_and_Half_Fin,Average,Very_Good,1947,1993,Gable,Typical,Good,Slab,No_Basement,No_Basement,No_Basement,0,0,GasA,Good,Y,SBrkr,929,208,1137,0,1,4,1,Typical,8,Min1,0,No_Fireplace,No_Garage,0,0,No_Garage,No_Garage,Paved,0,0,0,0,No_Pool,No_Fence,None,0,4,2008,WD ,Normal,E
741,One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,51,6120,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_and_Half_Fin,Below_Average,Good,1935,1995,Gable,Typical,Typical,BrkTil,Typical,Typical,No,884,884,GasA,Excellent,Y,SBrkr,989,584,1573,0,1,3,1,Good,6,Typ,0,No_Fireplace,Detchd,1,240,Typical,Typical,Paved,0,54,120,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,D
2703,One_Story_1945_and_Older,Residential_Low_Density,50,5220,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,One_Story,Average,Fair,1936,1950,Gable,Typical,Typical,BrkTil,Typical,Typical,No,830,830,GasA,Good,Y,SBrkr,879,0,879,0,1,2,1,Typical,4,Typ,0,No_Fireplace,Detchd,1,180,Typical,Typical,Partial_Pavement,108,0,0,0,No_Pool,No_Fence,None,0,1,2006,WD ,Normal,E
976,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,83,13383,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,One_Story,Average,Average,1969,2000,Hip,Typical,Typical,CBlock,Typical,Typical,No,594,1188,GasA,Excellent,Y,SBrkr,1404,0,1404,0,2,3,1,Typical,7,Typ,1,Poor,Attchd,2,504,Typical,Typical,Paved,16,0,0,0,No_Pool,No_Fence,None,0,3,2009,WD ,Normal,D
1856,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,90,10768,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,One_Story,Average,Very_Good,1976,2004,Gable,Good,Good,CBlock,Good,Typical,Gd,280,1437,GasA,Typical,Y,SBrkr,1437,0,1437,1,2,3,1,Good,6,Typ,1,Fair,Attchd,2,528,Typical,Typical,Paved,21,0,180,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,B
1086,Two_Story_1946_and_Newer,Residential_Low_Density,62,7415,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,Two_Story,Above_Average,Average,2004,2004,Gable,Typical,Typical,PConc,Typical,Typical,No,80,839,GasA,Excellent,Y,SBrkr,864,729,1593,1,2,3,1,Typical,8,Typ,1,Typical,Attchd,2,398,Typical,Typical,Paved,75,0,0,0,No_Pool,No_Fence,None,0,4,2008,WD ,Normal,C
2835,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,62,8707,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_and_Half_Fin,Below_Average,Average,1924,1950,Gable,Typical,Typical,BrkTil,Typical,Typical,No,1093,1093,GasA,Typical,N,FuseF,1093,576,1669,0,1,4,1,Typical,9,Min2,0,No_Fireplace,Attchd,1,288,Fair,Typical,Paved,0,56,0,0,No_Pool,No_Fence,None,0,5,2006,WD ,AdjLand,E
1886,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,8339,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,One_Story,Average,Good,1959,1959,Gable,Typical,Typical,Slab,No_Basement,No_Basement,No_Basement,0,0,GasA,Typical,Y,SBrkr,882,0,882,0,1,3,1,Typical,5,Typ,0,No_Fireplace,Attchd,1,294,Typical,Typical,Paved,0,0,0,0,No_Pool,Minimum_Privacy,Shed,1200,7,2007,WD ,Normal,E
897,One_Story_1945_and_Older,Residential_Low_Density,56,4060,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Average,Very_Good,1922,1950,Gable,Typical,Typical,PConc,Fair,Typical,No,864,864,GasA,Excellent,Y,SBrkr,864,0,864,0,1,2,1,Typical,4,Typ,0,No_Fireplace,No_Garage,0,0,No_Garage,No_Garage,Paved,96,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,E
356,Two_Story_1946_and_Newer,Residential_Low_Density,59,7837,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,Two_Story,Above_Average,Good,1993,1994,Gable,Good,Typical,PConc,Good,Typical,No,799,799,GasA,Good,Y,SBrkr,799,772,1571,0,2,3,1,Typical,7,Typ,1,Typical,Attchd,2,380,Typical,Typical,Paved,40,0,0,0,No_Pool,No_Fence,None,0,5,2009,WD ,Normal,C
1805,Two_Story_1946_and_Newer,Floating_Village_Residential,102,11143,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,Two_Story,Very_Good,Average,2004,2005,Gable,Good,Typical,PConc,Good,Typical,No,1580,1580,GasA,Excellent,Y,SBrkr,1580,886,2466,0,3,4,1,Good,8,Typ,1,Good,Attchd,2,610,Typical,Typical,Paved,214,0,0,0,No_Pool,No_Fence,None,0,12,2007,WD ,Normal,A
1643,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,12546,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,One_Story,Above_Average,Good,1981,1981,Gable,Good,Good,CBlock,Good,Typical,No,762,1440,GasA,Excellent,Y,SBrkr,1440,0,1440,0,2,3,1,Good,7,Typ,1,Typical,Attchd,2,467,Typical,Typical,Paved,0,99,0,0,No_Pool,No_Fence,None,0,4,2007,WD ,Normal,C
2587,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,65,11050,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Average,Average,1956,1956,Hip,Typical,Typical,CBlock,Typical,Typical,No,517,1005,GasA,Excellent,Y,SBrkr,1005,0,1005,0,1,2,1,Typical,6,Typ,1,Typical,Attchd,1,319,Typical,Typical,Paved,0,0,288,0,No_Pool,No_Fence,None,0,7,2006,WD ,Normal,D
759,Split_Foyer,Residential_Medium_Density,86,5160,Pave,Gravel,Regular,Lvl,AllPub,OneFam,SFoyer,Below_Average,Above_Average,1923,1950,Hip,Typical,Good,PConc,Good,Fair,Av,46,858,GasA,Typical,Y,SBrkr,892,0,892,1,1,1,1,Good,5,Min2,0,No_Fireplace,No_Garage,0,0,No_Garage,No_Garage,Dirt_Gravel,0,105,160,0,No_Pool,No_Fence,None,0,7,2009,COD,Abnorml,E
2870,Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,90,15750,Pave,No_Alley_Access,Regular,Lvl,AllPub,TwoFmCon,One_Story,Average,Average,1953,1953,Hip,Typical,Typical,CBlock,Typical,Typical,Mn,324,1165,GasA,Typical,Y,SBrkr,1336,0,1336,1,1,2,1,Typical,5,Typ,2,Good,Attchd,1,375,Typical,Typical,Paved,0,0,0,0,No_Pool,No_Fence,None,0,6,2006,WD ,Normal,D
2541,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,10659,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,One_Story,Average,Above_Average,1961,1961,Hip,Typical,Typical,CBlock,Typical,Typical,No,135,1050,GasA,Typical,Y,SBrkr,1050,0,1050,1,1,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,1,368,Typical,Typical,Paved,319,0,0,0,No_Pool,No_Fence,None,0,1,2006,COD,Normal,D
645,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,10434,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Below_Average,Average,1955,1955,Gable,Typical,Typical,CBlock,Typical,Typical,No,1005,1005,GasA,Typical,Y,SBrkr,1005,0,1005,0,1,2,1,Fair,5,Typ,1,Typical,Detchd,2,672,Fair,Fair,Paved,0,0,0,0,No_Pool,No_Fence,None,0,11,2009,WD ,Normal,E
235,One_Story_1945_and_Older,Residential_Low_Density,85,10625,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Average,Average,1920,1950,Gable,Typical,Typical,BrkTil,Typical,Typical,No,350,458,GasA,Fair,N,SBrkr,835,0,835,0,1,2,1,Typical,5,Typ,0,No_Fireplace,Basment,1,366,Fair,Typical,Paved,0,77,0,0,No_Pool,No_Fence,Shed,400,5,2010,COD,Abnorml,E
256,Split_Foyer,Residential_Low_Density,82,11105,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,SFoyer,Average,Average,1996,1996,Gable,Typical,Good,PConc,Good,Fair,Av,0,870,GasA,Good,Y,SBrkr,965,0,965,1,1,2,1,Typical,4,Typ,0,No_Fireplace,Attchd,2,580,Good,Typical,Paved,0,0,0,0,No_Pool,Good_Privacy,None,0,7,2010,WD ,Normal,D
1712,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,9926,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,One_Story,Good,Average,2005,2006,Gable,Good,Typical,PConc,Good,Typical,Mn,436,1614,GasA,Excellent,Y,SBrkr,1614,0,1614,1,2,3,1,Good,7,Typ,0,No_Fireplace,Attchd,3,878,Typical,Typical,Paved,38,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,B
793,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,62,7440,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Average,Above_Average,1954,1954,Gable,Typical,Typical,CBlock,Good,Typical,No,916,1089,GasW,Typical,Y,SBrkr,1089,0,1089,1,1,3,1,Typical,5,Typ,1,Good,Detchd,1,252,Typical,Typical,Partial_Pavement,0,0,0,0,No_Pool,Minimum_Privacy,None,0,9,2009,WD ,Normal,D
1720,One_Story_PUD_1946_and_Newer,Residential_Low_Density,34,4590,Pave,No_Alley_Access,Regular,Lvl,AllPub,Twnhs,One_Story,Very_Good,Average,2006,2006,Gable,Good,Typical,PConc,Good,Good,Mn,1530,1554,GasA,Excellent,Y,SBrkr,1554,0,1554,0,2,2,1,Good,6,Typ,1,Good,Attchd,2,627,Typical,Typical,Paved,73,0,0,0,No_Pool,No_Fence,None,0,5,2007,CWD,Normal,B
841,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,8072,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Average,Average,1994,1995,Gable,Typical,Good,PConc,Good,Good,No,244,990,GasA,Excellent,Y,SBrkr,990,0,990,1,1,3,1,Typical,5,Typ,0,No_Fireplace,Detchd,2,480,Typical,Typical,Paved,64,0,0,0,No_Pool,No_Fence,None,0,5,2009,WD ,Normal,D
1604,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,6600,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Average,Excellent,1982,2008,Gable,Good,Good,CBlock,Typical,Typical,No,175,816,GasA,Excellent,Y,SBrkr,816,0,816,0,1,3,1,Good,5,Typ,1,Excellent,Attchd,1,264,Typical,Typical,Paved,0,0,0,0,No_Pool,Minimum_Privacy,None,0,10,2008,WD ,Normal,D
2256,One_Story_PUD_1946_and_Newer,Residential_Medium_Density,0,9763,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,TwnhsE,One_Story,Good,Average,1998,1998,Gable,Good,Typical,PConc,Good,Typical,No,328,1502,GasA,Excellent,Y,SBrkr,1502,0,1502,1,1,1,1,Good,5,Typ,1,Typical,Attchd,1,286,Typical,Typical,Paved,0,0,0,0,No_Pool,No_Fence,None,0,9,2007,WD ,Normal,A
1014,One_Story_PUD_1946_and_Newer,Residential_Low_Density,60,8118,Pave,No_Alley_Access,Regular,HLS,AllPub,TwnhsE,One_Story,Excellent,Average,2007,2007,Hip,Excellent,Typical,PConc,Excellent,Typical,Gd,676,1710,GasA,Excellent,Y,SBrkr,1710,0,1710,1,2,2,1,Excellent,6,Typ,1,Good,Attchd,2,557,Typical,Typical,Paved,48,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,A
361,Two_Story_1946_and_Newer,Residential_Low_Density,65,8125,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,Two_Story,Above_Average,Average,1994,1995,Gable,Typical,Typical,PConc,Good,Typical,No,702,702,GasA,Good,Y,SBrkr,702,779,1481,0,2,3,1,Typical,6,Typ,1,Typical,Attchd,2,343,Typical,Typical,Paved,36,0,0,0,No_Pool,No_Fence,None,0,3,2009,WD ,Normal,C
2265,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,44,13758,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,One_and_Half_Fin,Good,Average,1990,1991,Gable,Good,Good,CBlock,Good,Typical,Mn,254,1156,GasA,Excellent,Y,SBrkr,1187,530,1717,0,2,3,1,Good,7,Typ,1,Typical,Attchd,2,400,Typical,Typical,Paved,36,0,0,0,No_Pool,No_Fence,None,0,4,2007,WD ,Normal,C
1114,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,75,14587,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,One_Story,Excellent,Average,2008,2008,Gable,Good,Typical,PConc,Good,Typical,No,1498,1498,GasA,Excellent,Y,SBrkr,1506,0,1506,0,2,2,1,Excellent,6,Typ,1,Good,Attchd,2,592,Typical,Typical,Paved,174,0,0,0,No_Pool,No_Fence,None,0,8,2008,New,Partial,B
1605,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,6600,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Average,Very_Good,1982,2003,Gable,Typical,Good,PConc,Typical,Good,No,0,816,GasA,Excellent,Y,SBrkr,816,0,816,1,1,2,1,Typical,4,Typ,0,No_Fireplace,Detchd,2,816,Typical,Typical,Paved,0,0,0,0,No_Pool,No_Fence,None,0,6,2008,WD ,Normal,D
2903,One_Story_1946_and_Newer_All_Styles,A_agr,125,31250,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Very_Poor,Fair,1951,1951,Gable,Typical,Fair,CBlock,No_Basement,No_Basement,No_Basement,0,0,GasA,Typical,Y,FuseA,1600,0,1600,0,1,3,1,Typical,6,Mod,0,No_Fireplace,Attchd,1,270,Fair,Typical,Dirt_Gravel,0,135,0,0,No_Pool,No_Fence,None,0,5,2006,WD ,Normal,E
729,One_Story_1945_and_Older,Residential_Low_Density,0,6615,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Above_Average,Above_Average,1923,1950,Gable,Typical,Typical,BrkTil,Typical,Typical,No,1022,1022,GasA,Typical,N,FuseA,1432,0,1432,0,1,3,1,Good,6,Typ,1,Good,BuiltIn,1,216,Fair,Typical,Paved,61,0,0,0,No_Pool,Good_Wood,None,0,9,2009,WD ,Normal,D
2332,Two_Story_1946_and_Newer,Residential_Low_Density,85,16056,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,Two_Story,Excellent,Average,2005,2006,Hip,Good,Typical,PConc,Excellent,Typical,Av,1752,1992,GasA,Excellent,Y,SBrkr,1992,876,2868,0,3,4,1,Excellent,11,Typ,1,Good,BuiltIn,3,716,Typical,Typical,Paved,108,0,0,0,No_Pool,No_Fence,None,0,7,2006,New,Partial,A
1985,One_Story_1945_and_Older,Residential_Medium_Density,50,6000,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Below_Average,Below_Average,1920,1950,Hip,Typical,Typical,PConc,Typical,Typical,No,710,960,GasA,Good,Y,FuseA,960,0,960,0,1,2,1,Fair,5,Typ,0,No_Fireplace,Detchd,1,308,Typical,Typical,Paved,0,168,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,E
29,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,1680,Pave,No_Alley_Access,Regular,Lvl,AllPub,Twnhs,Two_Story,Above_Average,Average,1971,1971,Gable,Typical,Typical,CBlock,Typical,Typical,No,327,483,GasA,Typical,Y,SBrkr,483,504,987,0,1,2,1,Typical,5,Typ,0,No_Fireplace,Detchd,1,264,Typical,Typical,Paved,0,0,0,0,No_Pool,No_Fence,None,0,2,2010,COD,Normal,E
173,One_Story_1946_and_Newer_All_Styles,Residential_Medium_Density,69,5805,Pave,Gravel,Regular,Bnk,AllPub,OneFam,One_Story,Average,Good,1957,1957,Hip,Typical,Typical,CBlock,Typical,Typical,Mn,0,1347,GasA,Good,Y,SBrkr,1347,0,1347,1,1,3,1,Good,6,Typ,0,No_Fireplace,Detchd,2,551,Typical,Typical,Paved,0,0,0,0,No_Pool,No_Fence,None,0,6,2010,WD ,Normal,D
